Artist,Track,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Stream,Has_youtube,Artist_LOO_stream,Likes_rate,Comments_rate,Mood_quadrant,Party_index,Key_factor,Licensed_video_combo
Falling In Reverse,I'm Not A Vampire,album,0.235,0.965,-2.882,0.28,0.00887,0,0.0448,0.322,185.278,231840,51187542,95124934,TRUE,75087035,0.009482619814016465,7.494010945085037e-4,Anger/Unpleasant,0.22677499999999998,2,Licensed_official
Haftbefehl,Dann mit der Pumpgun 2.0 (feat. Azad & Kool Savas),album,0.684,0.794,-5.498,0.306,0.0862,0,0.368,0.629,90.008,199607,486065,3238770,TRUE,3146114.5,0.017129396274160862,0,Happy/Energetic,0.543096,1,Licensed_official
Lenny Tavárez,En Tu Cuerpo - Remix,album,0.742,0.497,-9.381,0.0746,0.249,0.00335,0.0993,0.558,156.013,310860,338769247,168854187,TRUE,361975234,0.004066455300176642,6.935399304412067e-5,Calm/Relaxing,0.368774,0,Licensed_official
ZZ Top,La Grange - 2005 Remaster,album,0.545,0.64,-9.937,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,63427753,442465848,TRUE,66168260,0.005727272098067229,8.576687242885619e-5,Happy/Energetic,0.34880000000000005,4,Licensed_official
Ne-Yo,Time of Our Lives,album,0.721,0.802,-5.797,0.0583,0.0921,0,0.694,0.724,124.022,229360,253293645,981156901,TRUE,199277270.5,0.005618305188825405,1.0078421035790297e-4,Happy/Energetic,0.578242,1,Licensed_official
Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),single,0.661,0.723,-6.976,0.0566,0.179,1.23e-5,0.14,0.316,113.778,163805,34352261,569454156,TRUE,431708127,0.011722721831905038,1.965809470299495e-4,Anger/Unpleasant,0.477903,5,Unlicensed_official
Christian Rode,Kapitel 1.3 - Sindbad der Seefahrer,album,0.701,0.24,-17.64,0.869,0.539,0,0.357,0.545,105.206,193000,2120,14046129.5,TRUE,14046129.5,0.011320754716981131,0,Calm/Relaxing,0.16823999999999997,6,Unlicensed_unofficial
El Barrio,Vamo Niña Un Poquito,album,0.792,0.827,-5.009,0.167,0.489,0,0.275,0.687,120.048,298173,762809,865091,TRUE,23821960,0.007914169864277952,4.326115711796793e-5,Happy/Energetic,0.654984,2,Licensed_official
Los Temerarios,La Mujer Que Soñe,album,0.549,0.46,-11.343,0.0291,0.337,2.55e-6,0.11,0.352,144.656,184667,715734,54687039,TRUE,72890182,0.008645670039428056,2.109722327009755e-4,Sad/Melancholic,0.25254000000000004,1,Unlicensed_unofficial
Robert Schumann,"Etudes symphoniques (Symphonic Etudes), Op. 13, Adagio and Allegro brillante: Variation 11 [arr. P.I. Tchaikovsky for orchestra]",album,0.173,0.0446,-29.184,0.0408,0.981,0.953,0.0764,0.0471,69.777,111093,7605,3002621,TRUE,9719644,0.022616699539776464,9.204470742932282e-4,Sad/Melancholic,0.007715799999999999,9,Unlicensed_unofficial
d4vd,Separate,single,0.648,0.515,-13.009,0.327,0.496,0.0022,0.124,0.191,140.377,109341,132466,4051032,TRUE,6523152,0.032151646460223754,9.360892606404662e-4,Anger/Unpleasant,0.33372,4,Unlicensed_official
Charli XCX,Good Ones,album,0.764,0.672,-5.947,0.0293,0.072,3.32e-6,0.0806,0.789,129.049,136614,13627929,84014742,TRUE,69546677.5,0.020709529672483618,9.408619607572067e-4,Happy/Energetic,0.5134080000000001,7,Licensed_official
League of Legends,Warriors,single,0.14,0.478,-10.145,0.0484,0.1,1.12e-4,0.105,0.0412,185.121,204587,142294504,143963125,TRUE,184441557.5,0.01973426886536672,8.452399538916836e-4,Sad/Melancholic,0.06692000000000001,1,Licensed_official
Whitesnake,Is This Love - 2018 Remaster,album,0.263,0.759,-7.288,0.0431,0.0555,0,0.231,0.429,179.904,284496,58253,234087978,TRUE,78358269,0.022694110174583282,9.098243867268639e-4,Anger/Unpleasant,0.19961700000000002,0,Unlicensed_unofficial
League of Legends,Fire To The Fuse,single,0.477,0.721,-5.458,0.0691,0.0388,1.05e-6,0.0638,0.231,173.92,226207,2440834,10319030,TRUE,184441557.5,0.04713593796218833,0.0016945027806069565,Anger/Unpleasant,0.343917,1,Licensed_official
Steely Dan,My Old School,album,0.723,0.647,-10.483,0.0567,0.257,2.85e-4,0.0562,0.96,125.016,344907,4404,30992144,TRUE,63713620,0.007720254314259764,0.002497729336966394,Happy/Energetic,0.467781,7,Unlicensed_unofficial
Rauw Alejandro,RON COLA,album,0.739,0.682,-5.121,0.0972,0.417,3.95e-5,0.105,0.476,94.048,186723,11596538,44067495,TRUE,450867962.5,0.008291181385341038,1.8134722621527218e-4,Anger/Unpleasant,0.5039980000000001,9,Licensed_official
Ying Yang Twins,Whistle While You Twurk (ColliPark Mix),album,0.935,0.608,-7.236,0.085,0.00155,0,0.342,0.0664,101.992,265440,7586144,8305528,TRUE,31672675,0.014099916901129217,3.3613915053550264e-5,Anger/Unpleasant,0.56848,1,Licensed_official
Descemer Bueno,Preciosa,album,0.774,0.627,-6.378,0.046,0.558,0,0.392,0.579,106.05,244314,13325885,3008942,TRUE,8484812,0.004028100197472813,1.1413876076523248e-4,Happy/Energetic,0.485298,9,Licensed_official
Dave Stewart,When Tomorrow Comes - Remastered Version,album,0.421,0.98,-2.201,0.0887,0.0727,0,0.459,0.509,139.36,268720,18067379,19771543,TRUE,33305672.5,0.004148581816986293,1.9997366524496994e-4,Happy/Energetic,0.41258,5,Licensed_official
Xzibit,Don't Aproach Me (feat. Eminem),album,0.908,0.687,-5.202,0.301,0.416,0,0.12,0.855,92.889,276507,18525,20140019,TRUE,23158985,0.030337381916329283,0.002591093117408907,Happy/Energetic,0.623796,5,Unlicensed_unofficial
A$AP Ferg,Dennis Rodman (feat. Tyga),album,0.741,0.537,-6.797,0.143,0.0358,0,0.146,0.233,80.454,198307,13191707,44086974,TRUE,177090573,0.021920135127319003,4.492974260268212e-4,Anger/Unpleasant,0.397917,1,Licensed_official
ATB,Don't Stop,album,0.711,0.937,-5.314,0.0351,0.146,0.763,0.324,0.57,134.21,221160,9680960,33263415,TRUE,23004194.5,0.004994752586520345,2.5090486893861766e-4,Happy/Energetic,0.666207,10,Licensed_official
Yuvan Shankar Raja,"Saachitale (From ""Love Today"")",single,0.841,0.599,-6.278,0.0468,0.114,0.00806,0.0465,0.668,105.006,238664,13069204,11850761,TRUE,21980285,0.012267311765888725,1.3068890806203651e-4,Happy/Energetic,0.503759,0,Licensed_official
NCT DREAM,Hello Future,album,0.545,0.803,-2.283,0.0526,0.0261,0,0.114,0.5,170.006,220920,98303022,66003485,TRUE,39761927.5,0.0241555849625864,0.004900764902222437,Happy/Energetic,0.43763500000000005,1,Licensed_official
Michael Giacchino,Bundle of Joy,album,0.312,0.0766,-20.319,0.0408,0.967,0.488,0.0606,0.0493,136.866,168760,1471491,26647068,TRUE,21915446,0.02447857309354933,1.3591656353997408e-4,Sad/Melancholic,0.0238992,9,Licensed_official
Aaron Smith,Outer Level,single,0.779,0.519,-6.274,0.042,0.232,0.00539,0.123,0.731,125.993,441905,37056,613818,TRUE,8930025.25,0.012818436960276338,1.3493091537132988e-4,Happy/Energetic,0.404301,0,Licensed_official
Blueface,Thotiana,album,0.906,0.382,-12.89,0.269,0.18,0,0.113,0.391,104.025,129264,249073434,350405270,TRUE,69347190,0.00887497700778478,5.262263337165055e-4,Sad/Melancholic,0.346092,10,Unlicensed_unofficial
H.E.R.,Focus,album,0.414,0.314,-12.943,0.0548,0.25,1.47e-5,0.117,0.09,84.993,200133,24612231,168015872,TRUE,122357701,0.010309914611154105,1.6593375870720538e-4,Sad/Melancholic,0.129996,1,Licensed_official
Guns N' Roses,You Could Be Mine,album,0.35,0.985,-5.676,0.122,0.00876,0.551,0.36,0.323,151.007,343640,2512868,163200658,TRUE,394352271,0.013246219061247944,4.4809357276227803e-4,Anger/Unpleasant,0.34475,10,Unlicensed_unofficial
John Denver,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",compilation,0.406,0.188,-13.039,0.0324,0.852,0,0.105,0.629,120.757,245533,11143963,90964160,TRUE,102002284,0.005745622091530634,5.877621811917358e-5,Calm/Relaxing,0.07632800000000001,7,Licensed_official
benny blanco,Real Shit (with benny blanco),single,0.703,0.703,-4.672,0.133,0.605,0,0.12,0.697,76.017,183783,10028453,106581223,TRUE,241970779.5,0.03809271479858359,0.005440420371915788,Happy/Energetic,0.49420899999999995,1,Unlicensed_official
Carla Morrison,Eres Tú,album,0.603,0.31,-10.843,0.0447,0.793,0,0.108,0.48,188.155,228253,50026347,153771619,TRUE,50815703,0.0049128712116437365,1.8588205131188173e-4,Sad/Melancholic,0.18692999999999999,2,Licensed_official
A Day To Remember,Mr. Highway's Thinking About The End,album,0.301,0.916,-6.218,0.0919,1.32e-4,1.84e-5,0.293,0.451,150.091,255827,18010050,54279967,TRUE,128578110,0.012041776674689964,5.400318155696403e-4,Anger/Unpleasant,0.275716,10,Licensed_official
Los Invasores De Nuevo León,Ya No Te Amo,album,0.827,0.73,-6.2,0.0693,0.189,0,0.0667,0.958,157.997,185360,8162761,24763868,TRUE,38886423,0.0037236175357823168,6.676662467515587e-5,Happy/Energetic,0.60371,2,Unlicensed_unofficial
Konshens,So High,album,0.731,0.643,-7.998,0.262,0.346,0,0.126,0.843,168.101,225067,1453227,4233181,TRUE,22124682,0.006654156577052312,1.6996656406741687e-4,Happy/Energetic,0.470033,10,Unlicensed_unofficial
Ronan Keating,Iris,album,0.439,0.603,-6.917,0.03,0.0208,0.00105,0.0991,0.267,155.111,248267,4085038,9838618,TRUE,33558877,0.0035502729717569333,2.4185821527241606e-4,Anger/Unpleasant,0.264717,1,Licensed_official
Pyotr Ilyich Tchaikovsky,"Album for the Young, Op. 39: No. 3. Mamma (Maman)",album,0.418,0.00869,-37.257,0.0455,0.996,0.962,0.105,0.42,87.273,93507,5292,20909481,TRUE,15365526,0.0035903250188964475,0,Sad/Melancholic,0.00363242,7,Licensed_official
Kenny Loggins,"I'm Alright - Theme from ""Caddyshack""",compilation,0.554,0.833,-7.562,0.0459,0.128,1.75e-6,0.3,0.95,162.854,226373,6914061,38693702,TRUE,27233147.5,0.009343423495974362,4.534238271834744e-4,Happy/Energetic,0.461482,7,Licensed_official
Omar Varela,Mañosa,single,0.902,0.62,-4.012,0.068,0.0797,0.00594,0.0422,0.756,124.018,157677,20715141,8609640,TRUE,49198388.5,0.007606706611362191,1.3313933030916855e-4,Happy/Energetic,0.55924,5,Licensed_official
Brooke Ligertwood,Honey In The Rock - Live,album,0.508,0.503,-8.65,0.0298,0.202,0,0.105,0.394,123.962,283964,5045256,12137503,TRUE,120027015.5,0.009466120252371733,2.6916374511025805e-4,Anger/Unpleasant,0.25552400000000003,2,Unlicensed_official
Alanis Morissette,Thank U,album,0.672,0.616,-5.764,0.0258,0.379,2.73e-5,0.0887,0.566,92.094,258773,73846280,87965926,TRUE,52629566,0.0050317226541404655,2.884099239663799e-4,Happy/Energetic,0.41395200000000004,0,Licensed_official
Apache 207,Nie mehr gehen,single,0.704,0.318,-7.806,0.0425,0.301,0,0.17,0.24,139.924,195925,2293294,9903711,TRUE,107693711.5,0.02538095856876615,0.00134827893850505,Sad/Melancholic,0.223872,0,Licensed_official
Pantera,I'm Broken,album,0.419,0.878,-6.352,0.0553,5.94e-4,0.559,0.139,0.666,147.385,264800,63521398,89153943,TRUE,64855694.5,0.005949003200464826,2.881548671205253e-4,Happy/Energetic,0.367882,7,Licensed_official
Diplo,"Genius (feat. Sia, Diplo, and Labrinth)",album,0.603,0.615,-4.931,0.165,0.0799,6.72e-5,0.117,0.561,158.657,213707,331493750,411692294,TRUE,233212157,0.012037786534436924,2.4489149493768736e-4,Happy/Energetic,0.370845,11,Licensed_official
Claptone,No Eyes - Radio Edit,single,0.93,0.482,-9.925,0.0411,0.0302,0.00219,0.103,0.569,120.021,204992,62938619,96622347,TRUE,25056816,0.004722235802472882,3.973712864592723e-5,Calm/Relaxing,0.44826,3,Unlicensed_unofficial
Kaskade,When I Talk,single,0.679,0.845,-6.548,0.0507,0.207,0.114,0.119,0.115,126.026,207262,344003,2782177,TRUE,35530476,0.026877672578436818,6.715057717519905e-4,Anger/Unpleasant,0.573755,11,Unlicensed_official
Oscar Maydon,Falso,single,0.641,0.805,-6.611,0.0312,0.101,0,0.344,0.675,96.037,234189,486541,667666,TRUE,7924445,0.08673678066185583,0.002873344692430854,Happy/Energetic,0.516005,6,Unlicensed_unofficial
Cults,Gilded Lily,album,0.4,0.571,-6.534,0.0288,0.468,3.05e-5,0.519,0.146,61.859,212736,908851,83194819,TRUE,24629905.5,0.024549678660198426,3.5539378842076424e-4,Anger/Unpleasant,0.2284,11,Licensed_official
ScHoolboy Q,Man Of The Year,album,0.749,0.865,-5.228,0.0413,0.00536,0,0.198,0.371,111.914,216013,93132807,335500558,TRUE,138174773,0.006398013967301555,2.2016946187394524e-4,Anger/Unpleasant,0.647885,3,Licensed_official
ILLENIUM,Takeaway,album,0.528,0.511,-8.144,0.0324,0.126,0,0.101,0.351,100.1,209880,154224036,561437488,TRUE,65852504,0.012026575416558286,2.1850031210439856e-4,Anger/Unpleasant,0.269808,3,Licensed_official
Maher Zain,Peace Be Upon You,album,0.489,0.374,-7.093,0.0331,0.911,0,0.138,0.498,114.165,271397,22456913,17493569,TRUE,8835363,0.014887486984520089,6.366859060281349e-4,Sad/Melancholic,0.182886,9,Licensed_official
Los Panchos,Nosotros,album,0.487,0.245,-12.101,0.0339,0.943,0,0.118,0.521,95.249,164000,1669433,13707918,TRUE,27669493,0.0044847562016564904,1.1860314250407174e-4,Calm/Relaxing,0.11931499999999999,7,Licensed_official
Red Velvet,Day 1,album,0.645,0.884,-2.801,0.0968,0.112,0,0.179,0.708,171.93,206358,484888,16832468,TRUE,151307068,0.035461797363514874,7.527511507812114e-4,Happy/Energetic,0.57018,1,Unlicensed_unofficial
Dido,Give You Up,album,0.646,0.431,-6.759,0.0477,0.663,0,0.117,0.13,133.841,201533,2487743,14107132,TRUE,45574869.5,0.016528234628737776,0.0010435161509850495,Sad/Melancholic,0.278426,5,Licensed_official
MC Cabelinho,Poesia Acústica 13,compilation,0.572,0.579,-7.242,0.128,0.469,0,0.136,0.5,127.982,620696,87290403,71682526,TRUE,12602378.5,0.01843635662903286,4.6030260623266915e-4,Happy/Energetic,0.3311879999999999,10,Licensed_official
Gotye,Eyes Wide Open,album,0.597,0.873,-6.114,0.0368,0.194,0.0205,0.16,0.643,138.892,191253,31078652,45532240,TRUE,17493508,0.005424623950871486,3.897530690842061e-4,Happy/Energetic,0.521181,5,Licensed_official
WWE,Voices (Randy Orton),album,0.48,0.648,-10.809,0.0293,3.87e-4,0,0.118,0.672,165.012,204636,32869952,33895442,TRUE,20776437,0.00987750149437395,4.0498994339876126e-4,Happy/Energetic,0.31104,0,Licensed_official
The Cure,Pictures of You - 2010 Remaster,album,0.484,0.776,-6.48,0.0312,0.00371,0.109,0.131,0.495,171.935,448467,88742178,93110684,TRUE,80979839,0.004253986193577535,1.4797923936462322e-4,Anger/Unpleasant,0.375584,9,Licensed_official
Leonard Cohen,You Want It Darker,album,0.674,0.327,-16.986,0.0574,0.613,0.199,0.0756,0.494,108.995,284373,23570350,62532499,TRUE,54494351,0.008007220936473153,4.4432942234629523e-4,Sad/Melancholic,0.220398,4,Licensed_official
Jennifer Lopez,Let's Get Loud,album,0.82,0.937,-4.81,0.0549,0.135,1.22e-4,0.35,0.906,130.992,239400,138449785,269026531,TRUE,169769959,0.0032439414766877394,9.130386154084674e-5,Happy/Energetic,0.76834,5,Licensed_official
The Beatles,Twist And Shout - Remastered 2009,album,0.482,0.849,-9.198,0.0452,0.641,7.74e-6,0.0414,0.937,124.631,155227,53228361,341963190,TRUE,475131674,0.009220460498492523,8.095308439048124e-5,Happy/Energetic,0.40921799999999997,2,Licensed_official
Bone Thugs-N-Harmony,Thuggish Ruggish Bone,album,0.683,0.74,-6.041,0.0462,0.00228,0,0.238,0.65,129.515,281773,39392004,103041320,TRUE,25378771,0.009997841186246833,4.39886226656557e-4,Happy/Energetic,0.50542,11,Unlicensed_unofficial
Kings of Leon,Find Me,album,0.4,0.946,-3.966,0.0634,1.36e-4,0.853,0.155,0.611,161.591,245573,8088625,79682923,TRUE,168803890,0.005347756880804834,1.1917971225022795e-4,Happy/Energetic,0.3784,1,Licensed_official
Mc Davi,Set do G15 - A Revoada Começou,single,0.654,0.309,-13.401,0.0567,0.435,0.0474,0.104,0.109,86.698,542000,9866631,30639265,TRUE,80028884.5,0.013351771237821703,1.4016942561245068e-4,Sad/Melancholic,0.20208600000000002,5,Licensed_official
Tyler Childers,Whitehouse Road,album,0.607,0.739,-5.503,0.0274,0.114,2.34e-4,0.192,0.875,84.467,280787,53866517,118822616,TRUE,68473301,0.0076596836919223385,1.8680762842563476e-4,Happy/Energetic,0.448573,0,Licensed_official
The Chicks,Landslide,album,0.571,0.438,-7.007,0.0279,0.534,1.56e-5,0.187,0.444,145.948,230549,28865009,165791667,TRUE,74392157.5,0.005432736916867062,2.1247178547562553e-4,Sad/Melancholic,0.250098,2,Licensed_official
2 Chainz,No Lie,album,0.634,0.665,-5.984,0.176,0.0172,0,0.365,0.611,131.108,237827,125362113,102115615,TRUE,256532435,0.005402357887825327,3.1988133448261196e-4,Happy/Energetic,0.42161000000000004,6,Licensed_official
Jess Glynne,I'll Be There,album,0.627,0.858,-3.116,0.0394,0.0288,0,0.199,0.399,100.074,194387,126311873,399061616,TRUE,157533467,0.005886612100194255,1.1556316641745942e-4,Anger/Unpleasant,0.5379659999999999,7,Licensed_official
Jeet Gannguli,"Khamoshiyan (From ""Khamoshiyan"") - Unplugged",compilation,0.272,0.195,-9.788,0.031,0.947,7.75e-6,0.0862,0.233,89.646,150712,445491,1831331,TRUE,23344049,0.01445595982859362,4.040485666377098e-5,Sad/Melancholic,0.053040000000000004,2,Licensed_official
Kenshi Yonezu,LOSER,album,0.679,0.931,-3.74,0.0474,0.00466,0,0.0652,0.962,121.001,243813,309412652,37940178,TRUE,96587127,0.0039538202206417855,2.1288722220706087e-4,Happy/Energetic,0.6321490000000001,1,Licensed_official
*NSYNC,This I Promise You,album,0.55,0.587,-6.279,0.0329,0.354,0,0.128,0.466,165.975,284760,252377383,207785820,TRUE,66450653,0.0034722009935414856,1.7283640666010075e-4,Anger/Unpleasant,0.32285,2,Licensed_official
Riton,Turn Me On (feat. Vula),single,0.737,0.828,-4.711,0.0396,0.0149,5.88e-4,0.0862,0.517,124.051,208474,17046449,344347152,TRUE,30532770.5,0.011267977277848307,1.5710016790007115e-4,Happy/Energetic,0.610236,11,Unlicensed_official
Xand Avião,Superação Digital,album,0.66,0.889,-2.17,0.0391,0.507,3.5e-5,0.101,0.913,159.94,176298,46149632,53588135,TRUE,30675877,0.007887668530054584,1.0866825546951274e-4,Happy/Energetic,0.58674,2,Licensed_official
Eurythmics,Miracle of Love,compilation,0.529,0.472,-12.526,0.0264,0.313,1.34e-6,0.359,0.29,106.403,275000,31391217,38401127,TRUE,40454695,0.007003806192031357,2.4471813246361234e-4,Sad/Melancholic,0.249688,2,Licensed_official
Jay Sean,Make My Love Go (feat. Sean Paul),single,0.822,0.733,-4.304,0.0495,0.0434,0,0.238,0.595,107.02,211781,29484598,109925929,TRUE,35077764,0.008019610781194982,1.403105445086957e-4,Happy/Energetic,0.602526,2,Licensed_official
Aitch,War,album,0.754,0.794,-5.638,0.198,0.0563,0,0.114,0.853,142.099,166871,7418846,39059839,TRUE,82807380,0.0345995859733441,0.0013706983538949319,Happy/Energetic,0.598676,2,Unlicensed_official
Martin Solveig,Intoxicated,single,0.804,0.876,-3.721,0.0611,0.00178,0.14,0.383,0.597,124.986,257280,180862802,164189570.5,TRUE,119285453.75,0.005703920256637404,7.982293672526427e-5,Happy/Energetic,0.704304,0,Licensed_official
Sheryl Crow,All I Wanna Do,album,0.82,0.528,-11.179,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,2176137,151258597,TRUE,21757750,0.012844320003749764,4.1541502212406666e-4,Happy/Energetic,0.43296,9,Licensed_official
NF,Paralyzed,album,0.51,0.643,-6.602,0.0485,0.214,3.22e-6,0.101,0.0397,130.081,270453,890339,249940499,TRUE,334513865,0.023501160793809997,0.0015263848938438056,Anger/Unpleasant,0.32793,0,Unlicensed_unofficial
Three 6 Mafia,"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version",album,0.89,0.946,-5.673,0.0489,0.0188,1.28e-4,0.11,0.872,120,251373,2247816,24100640,TRUE,43461569,0.018516640152040915,3.5590101680920502e-6,Happy/Energetic,0.84194,2,Licensed_official
Vijay Yesudas,Piriyadha Enna,single,0.43,0.531,-6.841,0.0593,0.555,3.8e-6,0.105,0.662,89.901,220667,2008939,5325120,TRUE,15809664,0.007541791960831066,1.3240820154320266e-4,Happy/Energetic,0.22833,5,Licensed_official
Tony Aguirre,Sigo Aqui,album,0.613,0.837,-3.663,0.0402,0.522,0,0.0968,0.929,82.242,214165,4592973,11113469,TRUE,5340010,0.006738990192191419,2.6344592053992045e-5,Happy/Energetic,0.513081,10,Unlicensed_unofficial
DaBaby,BOP,album,0.769,0.787,-3.909,0.367,0.189,0,0.129,0.836,126.77,159715,483540535,703580009,TRUE,389570923,0.009927970154560052,2.2087703567602663e-4,Happy/Energetic,0.605203,11,Unlicensed_official
blink-182,Dammit,album,0.426,0.972,-5.122,0.0954,0.0017,0,0.171,0.341,111.221,165373,77978075,219251033,TRUE,324986783,0.003811353383627385,2.4823644338488733e-4,Anger/Unpleasant,0.414072,0,Licensed_official
Gabito Ballesteros,Se Me Quedan Viendo Raro,single,0.707,0.724,-5.087,0.176,0.295,0,0.146,0.748,104.463,197000,2740136,2200013,TRUE,2624779,0.011064414321041,8.90466750555447e-5,Happy/Energetic,0.511868,4,Licensed_official
Andy Grammer,I Found You,single,0.646,0.761,-2.557,0.0385,0.0714,0,0.222,0.472,129.916,167308,1480376,77412743,TRUE,101638175,0.015441347333380168,1.9994920209460298e-4,Anger/Unpleasant,0.49160600000000004,1,Licensed_official
TOOL,The Pot,album,0.469,0.79,-6.889,0.0391,1.48e-4,0.372,0.282,0.466,107.45,381947,35072600,92803931,TRUE,59986408,0.005755290454656912,2.4951101429606016e-4,Anger/Unpleasant,0.37051,7,Licensed_official
Curren$y,Radioactive,album,0.748,0.792,-5.18,0.273,0.095,0,0.166,0.54,134.041,188291,145096,463086,TRUE,11975020,0.020910293874400396,1.102718200363897e-4,Happy/Energetic,0.592416,11,Licensed_official
Ludovico Einaudi,Rolling Like A Ball,album,0.208,0.012,-29.933,0.0422,0.987,0.919,0.1,0.0391,175.159,257217,473964,13213932,TRUE,31987794,0.022889924129258762,8.966925758074453e-4,Sad/Melancholic,0.002496,8,Licensed_official
accelerate,sure thing (sped up),single,0.661,0.511,-8.675,0.243,0.0435,0.0201,0.117,0.552,192.632,113054,165591,23598990,TRUE,2049776,0.02244083313706663,0,Happy/Energetic,0.33777100000000004,9,Licensed_official
Nina Simone,I Want a Little Sugar In My Bowl,album,0.626,0.312,-9.246,0.0332,0.895,2.94e-6,0.181,0.298,98.708,152107,436375,17776958,TRUE,85576351,0.012294471498138069,1.558292752792896e-4,Sad/Melancholic,0.195312,6,Licensed_official
Edgardo Nuñez,Ciudad Peligrosa,single,0.765,0.303,-12.367,0.0506,0.489,0,0.299,0.596,94.289,226000,7506215,9720073,TRUE,18289049,0.009327470635999636,8.819358358373695e-5,Calm/Relaxing,0.231795,7,Unlicensed_official
Mabel Matiz,Mendilimde Kırmızım Var,album,0.519,0.73,-7.145,0.0538,0.0392,3.8e-6,0.069,0.361,100.01,362408,85357180,20883658,TRUE,30532744,0.00463084652046846,2.3214215839839131e-4,Anger/Unpleasant,0.37887,5,Licensed_official
keshi,less of you,single,0.563,0.678,-5.885,0.0495,0.544,1.34e-6,0.117,0.568,169.963,206893,15424077,59916354,TRUE,70572803.5,0.010059272914677488,1.1644132741297907e-4,Happy/Energetic,0.381714,7,Licensed_official
My Chemical Romance,Teenagers,album,0.463,0.857,-3.063,0.0632,0.0506,0,0.184,0.856,111.647,161920,164340753,684511925,TRUE,204493320,0.007183969760683767,4.6547796942368884e-4,Happy/Energetic,0.396791,4,Licensed_official
Zac Efron,Rewrite The Stars,single,0.684,0.619,-7.005,0.0386,0.0716,0,0.122,0.284,125.046,217440,133945580,811031337,TRUE,73312236,0.008057652966227031,0,Anger/Unpleasant,0.42339600000000005,10,Licensed_official
Engenheiros Do Hawaii,"Era um Garoto, Que Como Eu, Amava os Beatles e os Rolling Stones",album,0.568,0.7,-5.42,0.0258,0.0409,7.11e-6,0.0838,0.571,131.885,265040,15755794,43706609,TRUE,25013629,0.00790851924060444,2.2296559602137474e-4,Happy/Energetic,0.39759999999999995,6,Licensed_official
Busta Rhymes,"ETA (with Snoop Dogg, Busta Rhymes & Anderson .Paak)",single,0.49,0.923,-3.99,0.304,0.0078,1.2e-5,0.11,0.72,79.675,237233,2434744,16694375,TRUE,41668859,0.02591935743552505,7.881732124609404e-4,Happy/Energetic,0.45227,11,Unlicensed_official
Willie Nelson,Silver Stallion,album,0.625,0.523,-14.647,0.0311,0.526,0.0564,0.252,0.723,148.03,192427,3349302,19385881,TRUE,49422608,0.0066378009507652635,3.0215250819424464e-4,Happy/Energetic,0.326875,1,Licensed_official
Poison,I Won't Forget You - Remastered,album,0.287,0.84,-3.947,0.0404,0.0551,0.0225,0.21,0.648,202.903,214373,17173859,22819772,TRUE,51606373,0.005530731328352003,2.2411969260956435e-4,Happy/Energetic,0.24107999999999996,6,Licensed_official
IVE,After LIKE - Holiday Remix,single,0.785,0.904,-1.838,0.0388,0.0372,4.92e-6,0.147,0.58,125.005,172400,12178,1877054,TRUE,17517076.5,0.020118246017408442,3.2846115946789294e-4,Happy/Energetic,0.70964,0,Unlicensed_unofficial
